계약관서,계약명,계약방법,계약일자,계약금액,계약상대자
본청,드림스타트 (부모가족) 프로그램 크리스마스 생크림케이크 밀키트(가족친화과),수의1인견적,2023-12-07,3180000,양빵
본청,광혜원산단 공공폐수처리시설 수중펌프(환경에너지과),수의1인견적,2023-12-07,12600000,금정펌프 주식회사
본청,광혜원산단 공공폐수처리시설 유량조정조 인버터 교체 및 침사지 제어반 수(환경에너지과),수의1인견적,2023-12-07,7700000,(주)수도전기제어
본청,한파저감시설(냉온열의자) 유지보수(안전총괄과),수의1인견적,2023-12-07,15454640,(주)대현금속
본청,겨울철 소형제설장비 구입(안전총괄과),수의1인견적,2023-12-08,16200000,주식회사 비엠모터스
본청,재난예경보시스템 서버 교체 구입 ,수의1인견적,2023-12-08,4900000,(주)화진티엔아이
본청,2024년도 드림스타트 홍보 탁상용 카렌더 제작(가족친화과),수의1인견적,2023-12-08,6400000,스카이광고
본청,제설제(25kg 포대염화칼슘) 구입(건설교통과),수의1인견적,2023-12-13,20800000,알파환경식품
본청,진천읍 도시재생사업(정통힐링존 CCTV 구입)(지역개발과),수의1인견적,2023-12-13,9440000,주식회사 코맥스엔코전자통신
본청,드림스타트 (인지/언어) 프로그램 학습관련 예비 중학생을 위한 책가방(가족친화과),수의1인견적,2023-12-14,3240000,네파진천점
본청,겨울철 소형제설장비(엔진형 블로워) 구입(안전총괄과),수의1인견적,2023-12-14,3600000,창성종합포장상사
본청,겨울철 소형제설장비(소형 블로워) 구입,수의1인견적,2023-12-14,2600000,지씨바이오텍
본청,희망복지지원단 취약계층 건강지원 특화사업 진행을 위한 물품 구입(가정용혈압기 외 1종)(주민복지과),수의1인견적,2023-12-18,2860000,대영의료기
본청,2024년 갑진년 연하장 제작(행정지원과),수의1인견적,2023-12-19,6600000,오투기획
본청,제설 차량(충북06고9048) 윈터 타이어 구입(회계과),수의1인견적,2023-12-20,7000000,국희카공업사
본청,진천 스토리창작클러스터 도어락 구입 계약 집행,수의2인이상견적,2023-12-21,5270000,열쇠박사
본청,2024년도 직원업무수첩 제작(행정지원과),수의1인견적,2023-12-22,18450000,오투기획
본청,"정보통신시설 운영 관련 소모품 구입(허브, 흡착기)",수의1인견적,2023-12-22,4086000,희성정보통신
본청,충북혁신도시 복합혁신센터 공연장 안내데스크 구입(투자전략실),수의1인견적,2023-12-27,2500000,봉인테리어
본청,제설제(소금) 응급 구입(건설교통과),수의1인견적,2023-12-27,18480000,알파환경식품
본청,진천·음성 광역폐기물 침출수처리시설 처리수배관 세척설비 구입(식산업자원과),수의1인견적,2023-12-29,50000000,아세아프로텍
본청,참숯힐빙센터 전통숯가마 집진시설 제작설치 사업(산림녹지과),수의1인견적,2023-12-29,289000000,(쭈)케이에프
